"Item Code",Description,Qty,UOM,Currency,Price,"Reference Doc","GR Date","Plant Code","Plant Name","Vat Inc.","PO Number","GR Number","Reason for Failure"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5063,"11 22 25",ZL07,"ZF Logistics Bulacan Cold",79367.68,3083790020,5016500779,"Invalid Date Format: 11 22 25"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5063,"11 22 25",ZL07,"ZF Logistics Bulacan Cold",79367.68,3083790020,5016500779,"Invalid Date Format: 11 22 25"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5063,"11 22 25",ZL07,"ZF Logistics Bulacan Cold",79367.68,3083790020,5016500779,"Invalid Date Format: 11 22 25"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5063,"11 22 25",ZL07,"ZF Logistics Bulacan Cold",79367.68,3083790020,5016500779,"Invalid Date Format: 11 22 25"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5063,"11 22 25",ZL07,"ZF Logistics Bulacan Cold",79367.68,3083790020,5016500779,"Invalid Date Format: 11 22 25"
4000008906,"Fruit,red mongo,sweetened,frozen,500g/pk",900,PAC,PHP,40635,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",45511.2,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000008906,"Fruit,red mongo,sweetened,frozen,500g/pk",600,PAC,PHP,27090,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",30340.8,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000008907,"Fruit,ylw bean,sweetened,frozen,500g/pk",900,PAC,PHP,38556,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",43182.72,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000008907,"Fruit,ylw bean,sweetened,frozen,500g/pk",600,PAC,PHP,25704,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",28788.48,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",100,PAC,PHP,9050,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",10136,3083807884,5016504678,"Invalid Date Format: 11 24 25"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016504684,"Invalid Date Format: 11 24 25"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016504684,"Invalid Date Format: 11 24 25"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016504684,"Invalid Date Format: 11 24 25"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016504684,"Invalid Date Format: 11 24 25"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5064,"11 24 25",ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016504684,"Invalid Date Format: 11 24 25"
