"Item Code",Description,Qty,UOM,Currency,Price,"Reference Doc","GR Date","Plant Code","Plant Name","Vat Inc.","PO Number","GR Number","Reason for Failure"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5055,14/11/2025,ZL20,"ZF Logistics Taytay",79367.68,3083790019,5016463193,"Invalid Date Format: 14/11/2025"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5055,14/11/2025,ZL20,"ZF Logistics Taytay",79367.68,3083790019,5016463193,"Invalid Date Format: 14/11/2025"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5055,14/11/2025,ZL20,"ZF Logistics Taytay",79367.68,3083790019,5016463193,"Invalid Date Format: 14/11/2025"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5055,14/11/2025,ZL20,"ZF Logistics Taytay",79367.68,3083790019,5016463193,"Invalid Date Format: 14/11/2025"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,5055,14/11/2025,ZL20,"ZF Logistics Taytay",79367.68,3083790019,5016463193,"Invalid Date Format: 14/11/2025"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",700,PAC,PHP,63350,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",70952,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",91224,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000008906,"Fruit,red mongo,sweetened,frozen,500g/pk",600,PAC,PHP,27090,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",30340.8,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000008906,"Fruit,red mongo,sweetened,frozen,500g/pk",900,PAC,PHP,40635,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",45511.2,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000008907,"Fruit,ylw bean,sweetened,frozen,500g/pk",900,PAC,PHP,38556,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",43182.72,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000008907,"Fruit,ylw bean,sweetened,frozen,500g/pk",600,PAC,PHP,25704,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",28788.48,3083807884,5016470891,"Invalid Date Format: 17/11/2025"
4000000066,"Fruit,mongo,red,sweetened,500gm/pk",720,PAC,PHP,30240,5057,17/11/2025,ZL03,"ZF Logistics Calamba",33868.8,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000066,"Fruit,mongo,red,sweetened,500gm/pk",720,PAC,PHP,30240,5057,17/11/2025,ZL03,"ZF Logistics Calamba",33868.8,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000066,"Fruit,mongo,red,sweetened,500gm/pk",60,PAC,PHP,2520,5057,17/11/2025,ZL03,"ZF Logistics Calamba",2822.4,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000057,"Fruit,langka,sweetened,500gm/pk",720,PAC,PHP,54072,5057,17/11/2025,ZL03,"ZF Logistics Calamba",60560.64,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000057,"Fruit,langka,sweetened,500gm/pk",380,PAC,PHP,28538,5057,17/11/2025,ZL03,"ZF Logistics Calamba",31962.56,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",720,PAC,PHP,29160,5057,17/11/2025,ZL03,"ZF Logistics Calamba",32659.2,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",680,PAC,PHP,27540,5057,17/11/2025,ZL03,"ZF Logistics Calamba",30844.8,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",720,PAC,PHP,29376,5057,17/11/2025,ZL03,"ZF Logistics Calamba",32901.12,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",720,PAC,PHP,29376,5057,17/11/2025,ZL03,"ZF Logistics Calamba",32901.12,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",60,PAC,PHP,2448,5057,17/11/2025,ZL03,"ZF Logistics Calamba",2741.76,3083807877,5016471204,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",143,PAC,PHP,11990.55,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",13429.42,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",557,PAC,PHP,46704.45,5056,17/11/2025,ZL07,"ZF Logistics Bulacan Cold",52308.98,3083790020,5016470984,"Invalid Date Format: 17/11/2025"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,38880,5059,17/11/2025,ZL20,"ZF Logistics Taytay",43545.6,3083807908,5016471253,"Invalid Date Format: 17/11/2025"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,38880,5059,17/11/2025,ZL20,"ZF Logistics Taytay",43545.6,3083807908,5016471253,"Invalid Date Format: 17/11/2025"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,38880,5059,17/11/2025,ZL20,"ZF Logistics Taytay",43545.6,3083807908,5016471253,"Invalid Date Format: 17/11/2025"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,38880,5059,17/11/2025,ZL20,"ZF Logistics Taytay",43545.6,3083807908,5016471253,"Invalid Date Format: 17/11/2025"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",360,PAC,PHP,14580,5059,17/11/2025,ZL20,"ZF Logistics Taytay",16329.6,3083807908,5016471253,"Invalid Date Format: 17/11/2025"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,5059,17/11/2025,ZL20,"ZF Logistics Taytay",43868.16,3083807908,5016471253,"Invalid Date Format: 17/11/2025"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",740,PAC,PHP,30192,5059,17/11/2025,ZL20,"ZF Logistics Taytay",33815.04,3083807908,5016471253,"Invalid Date Format: 17/11/2025"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,72096,5059,17/11/2025,ZL20,"ZF Logistics Taytay",80747.52,3083807908,5016471254,"Invalid Date Format: 17/11/2025"
4000000057,"Fruit,langka,sweetened,500gm/pk",40,PAC,PHP,3004,5059,17/11/2025,ZL20,"ZF Logistics Taytay",3364.48,3083807908,5016471254,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",960,PAC,PHP,80496,5058,17/11/2025,ZL20,"ZF Logistics Taytay",90155.52,3083790019,5016471215,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",960,PAC,PHP,80496,5058,17/11/2025,ZL20,"ZF Logistics Taytay",90155.52,3083790019,5016471215,"Invalid Date Format: 17/11/2025"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",960,PAC,PHP,80496,5058,17/11/2025,ZL20,"ZF Logistics Taytay",90155.52,3083790019,5016471215,"Invalid Date Format: 17/11/2025"
