"Item Code",Description,Qty,UOM,Currency,Price,"Reference Doc","GR Date","Plant Code","Plant Name","Vat Inc.","PO Number","GR Number","Reason for Failure"
4000000068,"Fruit,ube,halaya,500gm/pk",1000,PAC,PHP,69600,3635,2023-02-23,ZL20,"ZF Logistics Taytay",77952,3082133327,5011997327,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",500,PAC,PHP,36100,3750,2023-04-21,ZL20,"ZF Logistics Taytay",40432,3082203851,5012252882,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",1000,PAC,PHP,98410,3766,2023-05-04,ZL20,"ZF Logistics Taytay",110219.2,3082203852,5012316201,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",3000,PAC,PHP,132150,3780,2023-05-16,ZL07,"ZF Logistics Bulacan Cold",148008,3082258686,5012371099,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",3000,PAC,PHP,203940,3851,2023-07-19,ZL03,"ZF Logistics Calamba",228412.8,3082344751,5012665495,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,42288,3977,2023-11-08,ZL07,"ZF Logistics Bulacan Cold",47362.56,3082538804,5013138784,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",2500,PAC,PHP,110125,3986,2023-11-17,ZL07,"ZF Logistics Bulacan Cold",123340,3082538804,5013188421,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,42288,3998,2023-11-28,ZL07,"ZF Logistics Bulacan Cold",47362.56,3082538804,5013236144,"Duplicate Row (100% match found in database)"
4000000066,"Fruit,mongo,red,sweetened,500gm/pk",960,PAC,PHP,41280,4450,2024-01-12,ZL07,"ZF Logistics Bulacan Cold",46233.6,3082639456,5013433510,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",2500,PAC,PHP,186500,4363,2024-01-22,ZL03,"ZF Logistics Calamba",208880,3082639461,5013472268,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",960,PAC,PHP,81417.6,4379,2024-02-07,ZL07,"ZF Logistics Bulacan Cold",91187.71,3082683517,5013546677,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",960,PAC,PHP,71616,4379,2024-02-07,ZL07,"ZF Logistics Bulacan Cold",80209.92,3082683517,5013546677,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",1000,PAC,PHP,73600,4382,2024-02-08,ZL20,"ZF Logistics Taytay",82432,3082683518,5013549584,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",900,PAC,PHP,66240,4387,2024-02-13,ZL07,"ZF Logistics Bulacan Cold",74188.8,3082683515,5013566146,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,70656,4398,2024-02-23,ZL07,"ZF Logistics Bulacan Cold",79134.72,3082683515,5013611697,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",2000,PAC,PHP,180000,4312,2024-03-04,ZL07,"ZF Logistics Bulacan Cold",201600,3082683516,5013657776,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",960,PAC,PHP,71616,4322,2024-03-12,ZL07,"ZF Logistics Bulacan Cold",80209.92,3082731096,5013698619,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,42288,4327,2024-03-15,ZL07,"ZF Logistics Bulacan Cold",47362.56,3082731095,5013708419,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,42288,4327,2024-03-15,ZL07,"ZF Logistics Bulacan Cold",47362.56,3082731095,5013708419,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,42288,4327,2024-03-15,ZL07,"ZF Logistics Bulacan Cold",47362.56,3082731095,5013708419,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",4000,PAC,PHP,339240,4340,2024-03-25,ZL20,"ZF Logistics Taytay",379948.8,3082731099,5013741595,"Duplicate Row (100% match found in database)"
4000000066,"Fruit,mongo,red,sweetened,500gm/pk",1000,PAC,PHP,43000,4344,2024-03-27,ZL20,"ZF Logistics Taytay",48160,3082731098,5013751401,"Duplicate Row (100% match found in database)"
4000000066,"Fruit,mongo,red,sweetened,500gm/pk",900,PAC,PHP,38700,4265,2024-04-09,ZL07,"ZF Logistics Bulacan Cold",43344,3082771422,5013794691,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",2000,PAC,PHP,151600,4205,2024-05-08,ZL07,"ZF Logistics Bulacan Cold",169792,3082817070,5013913780,"Duplicate Row (100% match found in database)"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,4232,2024-05-20,ZL20,"ZF Logistics Taytay",43868.16,3082817067,5013966532,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",960,PAC,PHP,43555.2,4232,2024-05-20,ZL20,"ZF Logistics Taytay",48781.82,3082817067,5013966532,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",1000,PAC,PHP,75800,4237,2024-05-23,ZL20,"ZF Logistics Taytay",84896,3082817067,5013982466,"Duplicate Row (100% match found in database)"
4000000056,"Fruit,banana,sweetened,500gmkg/pk",2000,PAC,PHP,90740,4243,2024-05-29,ZL07,"ZF Logistics Bulacan Cold",101628.8,3082817070,5014005650,"Duplicate Row (100% match found in database)"
4000000066,"Fruit,mongo,red,sweetened,500gm/pk",500,PAC,PHP,21500,4248,2024-06-03,ZL20,"ZF Logistics Taytay",24080,3082817067,5014026553,"Duplicate Row (100% match found in database)"
4000008906,"Fruit,red mongo,sweetened,frozen,500g/pk",500,PAC,PHP,22575,4190,2024-07-06,ZL20,"ZF Logistics Taytay",25284,3082940533,5014178741,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",720,PAC,PHP,52495.2,4070,2024-09-24,ZL03,"ZF Logistics Calamba",58794.62,3083083924,5014543670,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",720,PAC,PHP,52495.2,4070,2024-09-24,ZL03,"ZF Logistics Calamba",58794.62,3083083924,5014543670,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",800,PAC,PHP,62640,4091,2024-10-11,ZL20,"ZF Logistics Taytay",70156.8,3083114721,5014625014,"Duplicate Row (100% match found in database)"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,4022,2024-11-04,ZL20,"ZF Logistics Taytay",43868.16,3083151850,5014724326,"Duplicate Row (100% match found in database)"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,4022,2024-11-04,ZL20,"ZF Logistics Taytay",43868.16,3083151850,5014724326,"Duplicate Row (100% match found in database)"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,4022,2024-11-04,ZL20,"ZF Logistics Taytay",43868.16,3083151850,5014724326,"Duplicate Row (100% match found in database)"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,4022,2024-11-04,ZL20,"ZF Logistics Taytay",43868.16,3083151850,5014724326,"Duplicate Row (100% match found in database)"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,4022,2024-11-04,ZL20,"ZF Logistics Taytay",43868.16,3083151850,5014724326,"Duplicate Row (100% match found in database)"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,4022,2024-11-04,ZL20,"ZF Logistics Taytay",43868.16,3083151850,5014724326,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",720,PAC,PHP,60372,4037,2024-11-13,ZL03,"ZF Logistics Calamba",67616.64,3083151906,5014772088,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",720,PAC,PHP,60372,4037,2024-11-13,ZL03,"ZF Logistics Calamba",67616.64,3083151906,5014772088,"Duplicate Row (100% match found in database)"
